GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022400009,7,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,11,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,228,154,1,0,20241115,IND,MIA
Shot Chart Detail,0022400009,15,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,10,34,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,62,264,1,0,20241115,IND,MIA
Shot Chart Detail,0022400009,19,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,9,55,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-76,179,1,0,20241115,IND,MIA
Shot Chart Detail,0022400009,35,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,8,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-190,217,1,1,20241115,IND,MIA
Shot Chart Detail,0022400009,55,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,7,3,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,44,101,1,0,20241115,IND,MIA
Shot Chart Detail,0022400009,73,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,6,14,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,115,174,1,1,20241115,IND,MIA
Shot Chart Detail,0022400009,93,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,4,40,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,50,247,1,1,20241115,IND,MIA
Shot Chart Detail,0022400009,221,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,7,20,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-138,236,1,1,20241115,IND,MIA
Shot Chart Detail,0022400009,281,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,2,26,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,129,241,1,1,20241115,IND,MIA
Shot Chart Detail,0022400009,286,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,1,42,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,151,239,1,0,20241115,IND,MIA
Shot Chart Detail,0022400009,297,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,0,54,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-118,232,1,0,20241115,IND,MIA
Shot Chart Detail,0022400009,306,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,0,0,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,25,10,1,1,20241115,IND,MIA
Shot Chart Detail,0022400009,335,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,9,22,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,2,95,1,1,20241115,IND,MIA
Shot Chart Detail,0022400009,499,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,10,17,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,107,252,1,0,20241115,IND,MIA
Shot Chart Detail,0022400029,108,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,3,48,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,28,125,1,1,20241122,MIL,IND
Shot Chart Detail,0022400029,112,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,3,21,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,195,231,1,0,20241122,MIL,IND
Shot Chart Detail,0022400029,131,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,2,31,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,12,273,1,0,20241122,MIL,IND
Shot Chart Detail,0022400029,140,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,1,31,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,10,1,1,20241122,MIL,IND
Shot Chart Detail,0022400029,271,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,2,54,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,98,184,1,0,20241122,MIL,IND
Shot Chart Detail,0022400029,288,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,1,58,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,30,67,294,1,0,20241122,MIL,IND
Shot Chart Detail,0022400029,299,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,0,53,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,55,277,1,0,20241122,MIL,IND
Shot Chart Detail,0022400029,353,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,10,12,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,23,1,0,20241122,MIL,IND
Shot Chart Detail,0022400029,426,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,4,46,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,152,218,1,1,20241122,MIL,IND
Shot Chart Detail,0022400029,439,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,3,33,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-234,107,1,0,20241122,MIL,IND
Shot Chart Detail,0022400029,485,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,0,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,145,233,1,1,20241122,MIL,IND
Shot Chart Detail,0022400029,582,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,6,26,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,140,215,1,1,20241122,MIL,IND
Shot Chart Detail,0022400029,633,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,2,10,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-175,212,1,1,20241122,MIL,IND
Shot Chart Detail,0022400029,637,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,1,40,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,121,222,1,0,20241122,MIL,IND
Shot Chart Detail,0022400045,29,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,9,48,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,0,286,1,1,20241129,IND,DET
Shot Chart Detail,0022400045,35,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,8,57,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,40,29,1,1,20241129,IND,DET
Shot Chart Detail,0022400045,74,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,5,45,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,142,248,1,0,20241129,IND,DET
Shot Chart Detail,0022400045,258,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,5,15,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,135,259,1,0,20241129,IND,DET
Shot Chart Detail,0022400045,271,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,3,48,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-191,207,1,1,20241129,IND,DET
Shot Chart Detail,0022400045,311,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,0,56,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,31,16,1,1,20241129,IND,DET
Shot Chart Detail,0022400045,342,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,9,42,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,53,255,1,0,20241129,IND,DET
Shot Chart Detail,0022400045,359,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,7,36,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,47,30,1,1,20241129,IND,DET
Shot Chart Detail,0022400045,387,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,5,59,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,74,285,1,0,20241129,IND,DET
Shot Chart Detail,0022400045,393,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,5,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-141,203,1,0,20241129,IND,DET
Shot Chart Detail,0022400045,416,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,4,3,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-227,3,1,1,20241129,IND,DET
Shot Chart Detail,0022400045,420,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,3,43,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,36,62,1,1,20241129,IND,DET
Shot Chart Detail,0022400045,423,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,3,11,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,72,48,1,1,20241129,IND,DET
Shot Chart Detail,0022400054,36,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,9,34,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-161,209,1,1,20241203,TOR,IND
Shot Chart Detail,0022400054,52,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,7,56,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-42,76,1,1,20241203,TOR,IND
Shot Chart Detail,0022400054,126,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,2,8,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,62,256,1,1,20241203,TOR,IND
Shot Chart Detail,0022400054,279,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,3,46,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-58,84,1,1,20241203,TOR,IND
Shot Chart Detail,0022400054,372,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,9,53,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,135,127,1,1,20241203,TOR,IND
Shot Chart Detail,0022400054,384,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,9,0,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-71,246,1,0,20241203,TOR,IND
Shot Chart Detail,0022400054,402,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,7,15,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,-6,1,1,20241203,TOR,IND
Shot Chart Detail,0022400054,422,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,5,47,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,-8,1,1,20241203,TOR,IND
Shot Chart Detail,0022400054,452,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,3,44,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-189,169,1,0,20241203,TOR,IND
Shot Chart Detail,0022400054,468,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,3,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,98,231,1,1,20241203,TOR,IND
Shot Chart Detail,0022400054,474,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,2,34,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,158,204,1,1,20241203,TOR,IND
Shot Chart Detail,0022400054,552,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,9,50,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,5,1,1,20241203,TOR,IND
Shot Chart Detail,0022400054,569,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,8,22,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-49,245,1,0,20241203,TOR,IND
Shot Chart Detail,0022400054,592,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,7,0,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,34,8,1,0,20241203,TOR,IND
Shot Chart Detail,0022400054,605,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,6,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,163,197,1,0,20241203,TOR,IND
Shot Chart Detail,0022400054,685,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,1,14,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,16,1,0,20241203,TOR,IND
Shot Chart Detail,0022400063,9,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,11,18,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-114,243,1,0,20241023,DET,IND
Shot Chart Detail,0022400063,58,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,7,25,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,49,59,1,0,20241023,DET,IND
Shot Chart Detail,0022400063,130,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,3,7,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,20,53,1,0,20241023,DET,IND
Shot Chart Detail,0022400063,265,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,7,14,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,227,80,1,0,20241023,DET,IND
Shot Chart Detail,0022400063,274,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,6,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,157,202,1,0,20241023,DET,IND
Shot Chart Detail,0022400063,276,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,6,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,113,233,1,0,20241023,DET,IND
Shot Chart Detail,0022400063,282,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,6,19,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,123,41,1,1,20241023,DET,IND
Shot Chart Detail,0022400063,287,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,5,48,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,58,31,1,0,20241023,DET,IND
Shot Chart Detail,0022400063,334,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,2,21,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,0,55,1,1,20241023,DET,IND
Shot Chart Detail,0022400063,337,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,1,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,216,128,1,0,20241023,DET,IND
Shot Chart Detail,0022400063,437,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,5,4,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,14,1,1,20241023,DET,IND
Shot Chart Detail,0022400063,472,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,3,39,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,118,143,1,1,20241023,DET,IND
Shot Chart Detail,0022400063,477,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,3,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,131,221,1,0,20241023,DET,IND
Shot Chart Detail,0022400063,602,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,8,4,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-6,29,1,1,20241023,DET,IND
Shot Chart Detail,0022400063,608,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,7,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-158,193,1,0,20241023,DET,IND
Shot Chart Detail,0022400063,637,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,4,58,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-202,135,1,0,20241023,DET,IND
Shot Chart Detail,0022400063,669,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,1,53,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-146,134,1,0,20241023,DET,IND
Shot Chart Detail,0022400063,696,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,0,20,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,172,187,1,1,20241023,DET,IND
Shot Chart Detail,0022400081,18,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,10,44,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,43,29,1,0,20241025,NYK,IND
Shot Chart Detail,0022400081,75,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,4,46,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,162,194,1,0,20241025,NYK,IND
Shot Chart Detail,0022400081,217,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,7,5,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,114,264,1,0,20241025,NYK,IND
Shot Chart Detail,0022400081,232,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,6,0,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-216,127,1,0,20241025,NYK,IND
Shot Chart Detail,0022400081,290,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,0,47,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-222,-18,1,0,20241025,NYK,IND
Shot Chart Detail,0022400081,298,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,0,1,Missed Shot,Pullup Jump shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,44,134,428,1,0,20241025,NYK,IND
Shot Chart Detail,0022400081,331,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,9,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,205,151,1,0,20241025,NYK,IND
Shot Chart Detail,0022400081,340,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,8,31,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,4,254,1,0,20241025,NYK,IND
Shot Chart Detail,0022400097,7,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,11,43,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-12,47,1,1,20241027,IND,PHI
Shot Chart Detail,0022400097,21,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,10,6,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,21,44,1,1,20241027,IND,PHI
Shot Chart Detail,0022400097,24,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,9,43,Missed Shot,Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-50,53,1,0,20241027,IND,PHI
Shot Chart Detail,0022400097,30,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,9,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-197,163,1,0,20241027,IND,PHI
Shot Chart Detail,0022400097,268,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,7,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,5,1,1,20241027,IND,PHI
Shot Chart Detail,0022400097,332,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,2,2,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-58,65,1,1,20241027,IND,PHI
Shot Chart Detail,0022400097,359,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,0,4,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-127,138,1,0,20241027,IND,PHI
Shot Chart Detail,0022400097,373,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,11,26,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,237,94,1,1,20241027,IND,PHI
Shot Chart Detail,0022400097,419,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,8,4,Missed Shot,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,22,1,0,20241027,IND,PHI
Shot Chart Detail,0022400097,425,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,7,30,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-195,171,1,1,20241027,IND,PHI
Shot Chart Detail,0022400097,452,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,6,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-158,218,1,0,20241027,IND,PHI
Shot Chart Detail,0022400097,456,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,5,42,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-65,120,1,0,20241027,IND,PHI
Shot Chart Detail,0022400097,473,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,4,23,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,126,256,1,0,20241027,IND,PHI
Shot Chart Detail,0022400097,648,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,2,27,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,176,101,1,0,20241027,IND,PHI
Shot Chart Detail,0022400097,687,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,0,58,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,1,82,1,0,20241027,IND,PHI
Shot Chart Detail,0022400097,705,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,0,3,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-163,179,1,1,20241027,IND,PHI
Shot Chart Detail,0022400097,719,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,5,4,31,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-7,264,1,0,20241027,IND,PHI
Shot Chart Detail,0022400097,725,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,5,3,21,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-127,237,1,1,20241027,IND,PHI
Shot Chart Detail,0022400102,15,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,10,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-12,267,1,0,20241028,ORL,IND
Shot Chart Detail,0022400102,65,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,5,48,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-132,-29,1,0,20241028,ORL,IND
Shot Chart Detail,0022400102,88,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,4,30,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-47,115,1,0,20241028,ORL,IND
Shot Chart Detail,0022400102,92,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,4,21,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-223,5,1,0,20241028,ORL,IND
Shot Chart Detail,0022400102,99,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,4,0,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,132,214,1,1,20241028,ORL,IND
Shot Chart Detail,0022400102,104,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,3,24,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,-6,1,1,20241028,ORL,IND
Shot Chart Detail,0022400102,299,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,1,13,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-6,262,1,1,20241028,ORL,IND
Shot Chart Detail,0022400102,338,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,10,16,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,21,1,1,20241028,ORL,IND
Shot Chart Detail,0022400102,347,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,9,49,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,130,90,1,0,20241028,ORL,IND
Shot Chart Detail,0022400102,399,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,7,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-4,26,1,1,20241028,ORL,IND
Shot Chart Detail,0022400102,467,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,3,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,31,-170,269,1,0,20241028,ORL,IND
